global_index,gene_symbol,in_vcc_output,go_terms,reactome_pathways,string_degree,grn_out_degree,grn_in_degree,active_prior_count
17388,CROCC2,1,2,0,14,0,0,2
17389,DCAF8L1,1,2,1,34,0,0,3
17390,USP17L7,1,7,0,6,0,0,2
17391,TMEM185B,1,1,0,8,0,0,2
17392,AC138647.1,1,0,0,0,0,0,0
17393,KIF4B,1,12,5,34,0,0,3
17394,AC013470.2,1,0,0,0,0,0,0
17395,HSBP1L1,1,6,0,14,0,0,2
17396,SRRM5,1,0,0,8,0,0,1
17397,FAM30A,1,0,0,0,0,0,0
17398,PGAM4,1,9,0,38,0,0,2
17399,C13orf42,1,0,0,1,0,0,1
17400,ERVMER34-1,1,2,0,12,0,0,2
17401,RBMY1J,1,8,0,27,0,0,2
17402,LTA,1,28,3,44,0,17,4
17403,C14orf132,1,1,0,6,0,0,2
17404,WDR46,1,7,2,90,0,0,3
17405,ANHX,1,7,0,16,0,0,2
17406,ZNF717,1,6,1,20,0,0,3
17407,TRGC2,1,6,0,0,0,0,1
17408,SPANXB1,1,4,0,9,0,0,2
17409,KLLN,1,3,0,5,0,0,2
17410,PARG,1,14,1,45,0,3,4
17411,AKR1B15,1,18,1,20,0,11,4
17412,SCAMP4,1,6,0,9,0,0,2
17413,LTB,1,20,2,40,0,14,4
17414,RD3L,1,0,0,33,0,0,1
17415,TEX46,1,2,0,0,0,0,1
17416,MRLN,1,4,0,14,0,0,2
17417,POLR2J2,1,7,0,34,0,0,2
17418,BOD1L2,1,2,0,19,0,0,2
17419,IFNA14,1,14,6,35,0,4,4
17420,OR2M3,1,6,1,12,0,0,3
17421,ORM2,1,14,2,41,0,0,3
17422,FAM174C,1,3,0,21,0,0,2
17423,OST4,1,7,5,35,0,0,3
17424,C2orf92,1,1,0,3,0,0,2
17425,VN1R4,1,6,0,22,0,0,2
17426,NUTM2E,1,0,0,3,0,0,1
17427,FNDC10,1,1,0,31,0,0,2
17428,CLDN25,1,6,0,36,0,0,2
17429,PROB1,1,1,0,10,0,0,2
17430,ARL17B,1,2,0,14,0,0,2
17431,DHFR,1,24,3,58,0,12,4
17432,SAPCD1,1,1,0,17,0,0,2
17433,PGA4,1,6,1,21,0,0,3
17434,RFPL4AL1,1,5,0,2,0,0,2
17435,ORM1,1,17,2,49,0,21,4
17436,SFTA3,1,6,3,32,0,0,3
17437,SPINK8,1,1,0,7,0,0,2
17438,PATL2,1,10,0,36,0,0,2
17439,NKX1-2,1,9,0,0,0,0,1
17440,PRAC2,1,1,0,5,0,0,2
17441,AL121578.2,1,0,0,0,0,0,0
17442,ZNF492,1,7,1,12,1,0,4
17443,ZNF688,1,7,1,9,0,0,3
17444,PET100,1,7,1,37,0,0,3
17445,PGA3,1,5,1,22,0,0,3
17446,GK3P,1,12,0,32,0,0,2
17447,FAM90A26,1,0,0,1,0,0,1
17448,PRPS1L1,1,13,1,35,0,0,3
17449,IQCF3,1,1,0,8,0,0,2
17450,TEX53,1,0,0,6,0,0,1
17451,ANKRD66,1,0,0,13,0,0,1
17452,ACBD6,1,9,1,35,0,0,3
17453,SSU72P8,1,0,0,32,0,0,1
17454,OR5H6,1,7,1,17,0,0,3
17455,SPDYE21P,1,0,0,0,0,0,0
17456,ANKRD18B,1,0,0,8,0,0,1
17457,PPP5D1,1,0,0,34,0,0,1
17458,MBD3L2,1,9,1,44,0,1,4
17459,USP17L1,1,7,1,16,0,0,3
17460,CCDC192,1,0,0,7,0,0,1
17461,TEX48,1,1,0,36,0,0,2
17462,AC011005.1,1,0,0,0,0,0,0
17463,PRB4,1,1,0,30,0,2,3
17464,SETSIP,1,10,0,7,0,0,2
17465,ANKRD63,1,0,0,3,0,0,1
17466,YY2,1,14,0,32,3,0,3
17467,STMND1,1,6,0,12,0,0,2
17468,HSBP1,1,12,3,30,0,0,3
17469,OR5H1,1,8,1,18,0,0,3
17470,PLSCR5,1,3,0,5,0,0,2
17471,CFAP97D1,1,2,0,19,0,0,2
17472,SBK3,1,5,0,5,0,0,2
17473,USP17L10,1,7,1,13,0,0,3
17474,TSPAN19,1,2,0,13,0,0,2
17475,AKAIN1,1,4,0,13,0,0,2
17476,CYP21A2,1,18,4,42,0,4,4
17477,OR5K2,1,8,1,13,0,0,3
17478,PSG1,1,3,1,33,0,1,4
17479,TAPBP,1,28,2,39,0,8,4
17480,PPP1R2B,1,4,0,6,0,0,2
17481,MAGEB6B,1,2,0,4,0,0,2
17482,ZBED9,1,6,0,18,0,0,2
17483,TMEM253,1,1,0,19,0,0,2
17484,TMA7,1,0,0,36,0,0,1
17485,TEX50,1,1,0,9,0,0,2
17486,MCTS1,1,12,0,41,0,1,3
17487,DYTN,1,3,0,9,0,0,2
17488,ASCL5,1,13,0,7,0,0,2
17489,TMEM114,1,6,0,32,0,0,2
17490,KRTAP25-1,1,3,1,25,0,0,3
17491,OR52I1,1,6,1,11,0,0,3
17492,OR5K1,1,7,2,18,0,0,3
17493,SMIM26,1,8,0,5,0,0,2
17494,USP17L13,1,7,1,17,0,0,3
17495,PRAMEF6,1,9,0,43,0,0,2
17496,AJM1,1,6,0,17,0,0,2
17497,KANTR,1,1,0,0,0,0,1
17498,GOLGA8N,1,5,0,10,0,0,2
17499,TNF,1,186,11,293,0,149,4
17500,PET117,1,2,1,32,0,0,3
17501,LYRM9,1,1,0,21,0,0,2
17502,PHGR1,1,0,0,8,0,0,1
17503,RAB6D,1,12,0,5,0,0,2
17504,RNF224,1,0,0,1,0,0,1
17505,OR5H15,1,7,1,12,0,0,3
17506,BTBD18,1,7,0,7,0,0,2
17507,TMEM238,1,1,0,9,0,0,2
17508,TWIST2,1,13,2,33,34,5,4
17509,PIRT,1,6,0,12,0,0,2
17510,PRR23C,1,0,0,3,0,0,1
17511,MYCNOS,1,9,0,0,0,0,1
17512,AC092835.1,1,0,0,0,0,0,0
17513,IFNA13,1,3,0,35,0,0,2
17514,HIST1H2BN,1,14,0,0,0,0,1
17515,CTXN2,1,1,0,10,0,0,2
17516,UQCRHL,1,4,1,50,0,0,3
17517,PAGE2,1,1,0,2,0,0,2
17518,TRIM26,1,13,1,39,0,0,3
17519,TMEM229A,1,1,0,5,0,0,2
17520,ZNF879,1,5,0,3,0,0,2
17521,CCDC188,1,1,0,6,0,0,2
17522,KBTBD13,1,9,2,35,0,0,3
17523,ZNF736,1,5,1,7,0,0,3
17524,PINLYP,1,2,0,29,0,0,2
17525,CLDN34,1,3,0,27,0,0,2
17526,C5orf58,1,0,0,10,0,0,1
17527,FAM133B,1,3,0,16,0,0,2
17528,OR10G8,1,6,1,18,0,0,3
17529,MCIDAS,1,16,1,38,0,0,3
17530,JRK,1,8,0,18,0,0,2
17531,NPIPB2,1,1,0,0,0,0,1
17532,C11orf94,1,7,0,13,0,0,2
17533,IQCM,1,0,0,2,0,0,1
17534,IFNA17,1,14,6,41,0,3,4
17535,APOC2,1,37,6,53,0,8,4
17536,SHISA8,1,6,0,34,0,0,2
17537,C19orf81,1,0,0,10,0,0,1
17538,ANKRD65,1,0,0,7,0,0,1
17539,BRD3OS,1,0,0,4,0,0,1
17540,ZSCAN31,1,7,0,3,0,0,2
17541,FAM237A,1,2,0,3,0,0,2
17542,C12orf75,1,0,0,6,0,0,1
17543,SMIM1,1,5,0,5,0,0,2
17544,HGH1,1,2,0,38,0,0,2
17545,PPP1R3E,1,8,0,32,0,0,2
17546,KDM4E,1,8,1,21,0,0,3
17547,RAMACL,1,6,0,18,0,0,2
17548,RPEL1,1,7,1,34,0,0,3
17549,SPAAR,1,6,0,10,0,0,2
17550,SMIM27,1,3,0,1,0,0,2
17551,NFAM1,1,16,1,14,0,0,3
17552,NKX1-1,1,8,0,4,0,0,2
17553,RNF148,1,7,0,11,0,0,2
17554,AL109810.2,1,0,0,0,0,0,0
17555,ANKRD34C,1,1,0,17,0,0,2
17556,MFRP,1,15,0,16,0,2,3
17557,KIAA0040,1,1,0,10,0,0,2
17558,B3GALT4,1,11,2,28,0,0,3
17559,LCE6A,1,0,1,39,0,0,2
17560,PNMA6A,1,1,0,9,0,0,2
17561,PATE3,1,1,0,34,0,0,2
17562,OR5H14,1,7,1,21,0,0,3
17563,ZBTB22,1,8,0,11,1,0,3
17564,USP17L4,1,7,1,17,0,0,3
17565,CLEC2L,1,1,0,11,0,0,2
17566,ZBED5,1,1,0,11,0,0,2
17567,SLFN14,1,10,0,1,0,0,2
17568,PPIAL4G,1,4,0,32,0,0,2
17569,CCDC200,1,0,0,4,0,0,1
17570,SLC35G4,1,3,0,9,0,0,2
17571,TAS2R39,1,7,3,33,0,0,3
17572,UBE2L5,1,7,0,31,0,0,2
17573,CT47B1,1,0,0,7,0,0,1
17574,AL354761.1,1,0,0,0,0,0,0
17575,ZNF853,1,4,0,10,0,0,2
17576,IFNA4,1,15,6,37,0,12,4
17577,ARHGEF38,1,3,2,30,0,0,3
17578,CTAGE9,1,6,0,1,0,0,2
17579,AL391650.1,1,0,0,0,0,0,0
17580,C3orf84,1,4,0,5,0,0,2
17581,OR10G9,1,6,1,15,0,0,3
17582,USP17L8,1,7,1,14,0,0,3
17583,TAAR9,1,8,2,12,0,0,3
17584,C4orf51,1,0,0,8,0,0,1
17585,B3GNT9,1,7,1,29,0,11,4
17586,CDKN2AIPNL,1,1,0,9,0,0,2
17587,MBD3L5,1,5,0,11,0,0,2
17588,CKMT1B,1,0,1,33,0,0,2
17589,RNF223,1,3,0,17,0,0,2
17590,PATE4,1,4,0,28,0,0,2
17591,AL445989.1,1,0,0,0,0,0,0
17592,OR4A47,1,6,1,14,0,0,3
17593,PRSS56,1,5,0,25,0,0,2
17594,ZNF737,1,5,1,2,0,0,3
17595,RGL2,1,6,1,34,0,0,3
17596,BHMG1,1,8,0,11,0,0,2
17597,C10orf143,1,0,0,13,0,0,1
17598,SHISA9,1,10,0,41,0,0,2
17599,OR7E24,1,7,1,16,0,0,3
17600,TEX51,1,1,0,6,0,0,2
17601,KIFC1,1,20,2,62,0,0,3
17602,C2orf74,1,2,0,6,0,0,2
17603,IRGM,1,59,0,39,0,0,2
17604,PRAMEF33,1,8,0,1,0,0,2
17605,FAM200B,1,0,0,10,0,0,1
17606,OR2I1P,1,6,0,14,0,0,2
17607,LRRC37A2,1,1,0,18,0,0,2
17608,MPC1L,1,5,1,2,0,0,3
17609,ETDA,1,0,0,10,0,0,1
17610,TMEM250,1,7,0,19,0,0,2
17611,PAGE2B,1,0,0,9,0,0,1
17612,TXNDC5,1,12,3,45,0,0,3
17613,CASTOR1,1,11,1,38,0,0,3
17614,RNF103,1,10,1,28,0,0,3
17615,RBM14,1,23,1,44,0,0,3
17616,ALKBH6,1,4,0,17,0,0,2
17617,ASB14,1,3,2,33,0,0,3
17618,PCDHA13,1,7,0,4,0,0,2
17619,KLHL41,1,19,2,64,0,0,3
17620,CASTOR3,1,3,0,14,0,0,2
17621,PRR20G,1,0,0,0,0,0,0
17622,MEIKIN,1,8,0,19,0,0,2
17623,NME1,1,50,3,54,0,7,4
17624,TNFSF12,1,18,2,40,0,6,4
17625,CDRT4,1,1,0,13,0,0,2
17626,APOBEC3G,1,25,0,38,0,4,3
17627,TLR9,1,69,7,59,0,20,4
17628,WBP1,1,2,0,21,0,1,3
17629,PRAMEF11,1,8,0,44,0,0,2
17630,DEFA3,1,16,2,36,0,1,4
17631,KRTAP9-2,1,4,1,37,0,0,3
17632,C1orf226,1,1,0,16,0,0,2
17633,ADSL,1,19,1,91,0,1,4
17634,AC104389.5,1,0,0,0,0,0,0
17635,LILRA4,1,14,1,33,0,0,3
17636,LILRA2,1,23,1,33,0,0,3
17637,TEX35,1,3,0,22,0,0,2
17638,AMY2B,1,8,1,50,0,0,3
17639,STRIT1,1,6,0,12,0,0,2
17640,LY6G5B,1,4,0,40,0,0,2
17641,PSMB9,1,25,4,72,0,7,4
17642,PCDHGC3,1,7,0,9,0,0,2
17643,SMKR1,1,0,0,38,0,0,1
17644,UGT1A5,1,11,2,43,0,0,3
17645,COX19,1,9,2,40,0,0,3
17646,ACAD11,1,17,1,39,0,0,3
17647,PPIL3,1,6,2,35,0,0,3
17648,LCE1F,1,3,1,36,0,0,3
17649,KIR3DL2,1,7,1,36,0,1,4
17650,KRTAP13-3,1,2,1,38,0,0,3
17651,TNFRSF13B,1,9,1,40,0,1,4
17652,L1TD1,1,5,0,41,0,3,3
17653,AQP1,1,75,5,51,0,21,4
17654,C1QTNF9,1,6,0,23,0,0,2
17655,ISY1,1,14,6,57,0,0,3
17656,PNMA2,1,3,0,35,0,0,2
17657,LRRD1,1,2,0,16,0,0,2
17658,KRBOX1,1,5,0,3,0,0,2
17659,PCDHGC5,1,7,0,3,0,0,2
17660,ARHGEF25,1,9,6,66,0,0,3
17661,TMEM189,1,6,0,38,0,0,2
17662,RDH14,1,13,1,26,0,0,3
17663,KRTAP4-7,1,4,1,37,0,0,3
17664,PLCXD2,1,3,0,4,0,0,2
17665,MIF,1,46,3,35,0,14,4
17666,NSUN6,1,12,1,52,0,0,3
17667,UGT1A9,1,22,4,52,0,7,4
17668,KRTAP10-5,1,4,1,29,0,0,3
17669,YAE1,1,4,0,23,0,0,2
17670,OR14A2,1,7,2,19,0,0,3
17671,AC115220.1,1,0,0,0,0,0,0
17672,TDGF1,1,35,0,52,0,0,2
17673,C3orf85,1,0,0,0,0,0,0
17674,KRTAP5-8,1,3,1,10,0,0,3
17675,KRTAP4-16,1,3,0,6,0,0,2
17676,CRCP,1,17,7,58,0,1,4
17677,CDRT1,1,0,0,26,0,0,1
17678,PDXP,1,32,0,32,0,0,2
17679,RPP21,1,14,2,40,0,0,3
17680,CD302,1,7,0,13,0,0,2
17681,EGFL8,1,6,0,13,0,0,2
17682,ATP5MF,1,7,2,41,0,0,3
17683,ARHGAP8,1,9,1,8,0,0,3
17684,ARPC4,1,15,5,37,0,0,3
17685,CORT,1,11,2,36,0,1,4
17686,KRTAP9-4,1,3,1,37,0,0,3
17687,KRTAP5-4,1,2,1,36,0,0,3
17688,UGT1A1,1,36,5,72,0,27,4
17689,INMT,1,12,1,14,0,0,3
17690,ARPC1A,1,15,5,38,0,0,3
17691,TMEFF1,1,3,0,15,0,0,2
17692,SPRR2A,1,11,2,41,0,9,4
17693,ATP5PO,1,18,3,55,0,0,3
17694,PLEKHO2,1,4,1,10,0,0,3
17695,C8orf58,1,0,0,8,0,0,1
17696,PISD,1,14,1,48,0,0,3
17697,HOGA1,1,12,1,33,0,0,3
17698,PI4KA,1,18,2,65,0,0,3
17699,KIR3DL3,1,6,0,27,0,0,2
17700,HYPK,1,9,0,34,0,1,3
17701,AMACR,1,12,4,49,0,3,4
17702,MTFP1,1,5,0,18,0,0,2
17703,MDFIC2,1,5,0,3,0,0,2
17704,ARHGDIG,1,10,4,32,0,2,4
17705,TCP10L,1,6,0,23,0,1,3
17706,PSG2,1,6,1,25,0,0,3
17707,ARFGAP3,1,12,4,34,0,0,3
17708,BGLAP,1,53,4,57,0,87,4
17709,C22orf39,1,6,0,24,0,0,2
17710,PEG10,1,13,0,44,0,3,3
17711,UGT1A8,1,26,2,71,0,2,4
17712,EIF6,1,28,0,79,0,1,3
17713,RBMY1E,1,7,0,18,0,0,2
17714,GTF2A1L,1,13,0,35,0,0,2
17715,ARPIN,1,6,0,21,0,0,2
17716,UGT1A10,1,21,2,69,0,3,4
17717,SERPINB10,1,9,1,8,0,0,3
17718,DECR2,1,10,2,41,0,0,3
17719,GNG10,1,8,29,66,0,0,3
17720,CCDC169,1,0,0,19,0,0,1
17721,RTL5,1,0,0,9,0,0,1
17722,AP5Z1,1,13,0,49,0,0,2
17723,ZNF709,1,5,1,3,0,0,3
17724,STRC,1,6,2,48,0,0,3
17725,EIF4EBP3,1,8,0,32,0,0,2
17726,PRAMEF4,1,8,0,33,0,0,2
17727,PSG11,1,6,1,19,0,0,3
17728,UGT1A3,1,20,5,47,0,5,4
17729,PSG4,1,2,1,25,0,0,3
17730,MICAL3,1,18,0,31,0,1,3
17731,STON1,1,13,2,35,0,0,3
17732,PRAF2,1,8,0,8,0,0,2
17733,VSIG8,1,3,0,15,0,0,2
17734,STMP1,1,11,0,10,0,0,2
17735,KCTD7,1,9,2,34,0,0,3
17736,EFNA4,1,11,3,35,0,0,3
17737,TICAM2,1,33,10,39,0,2,4
17738,C4orf48,1,5,0,4,0,0,2
17739,NAA80,1,12,0,20,0,0,2
17740,AMY2A,1,10,2,50,0,15,4
17741,KRTAP10-11,1,3,1,36,0,0,3
17742,TNFRSF6B,1,7,1,33,0,1,4
17743,WFDC6,1,4,0,13,0,0,2
17744,UPK3B,1,3,0,37,0,0,2
17745,IL10RB,1,23,3,48,0,0,3
17746,CFB,1,19,3,44,0,9,4
17747,ZNF487,1,6,0,13,0,0,2
17748,WDR92,1,6,0,41,0,0,2
17749,NME2,1,37,4,49,1,0,4
17750,PLA2G4B,1,21,7,43,0,0,3
17751,LEFTY1,1,10,2,38,0,7,4
17752,CFAP57,1,3,0,32,0,0,2
17753,TTC4,1,10,0,41,0,0,2
17754,OR5V1,1,9,1,14,0,0,3
17755,TMEM35B,1,1,0,8,0,0,2
17756,APOBEC3D,1,12,0,32,0,0,2
17757,TUBA4B,1,8,28,37,0,0,3
17758,ZNF512,1,10,0,36,0,0,2
17759,GSTA1,1,18,4,54,0,4,4
17760,RTL9,1,0,0,23,0,0,1
17761,ACY1,1,9,3,37,0,0,3
17762,NFS1,1,17,0,62,0,0,2
17763,MT1HL1,1,8,0,8,0,0,2
17764,KRTAP19-3,1,2,1,34,0,0,3
17765,DDOST,1,16,7,57,0,0,3
17766,TMEM199,1,14,0,37,0,0,2
17767,LCE3C,1,5,1,42,0,0,3
17768,GSTA2,1,10,3,42,0,8,4
17769,SPRR2F,1,5,1,33,0,0,3
17770,P2RY11,1,15,3,40,0,0,3
17771,TMEM141,1,3,0,12,0,0,2
17772,TMEM225B,1,2,0,9,0,0,2
17773,GMCL2,1,6,0,8,0,0,2
17774,IFITM10,1,2,0,7,0,0,2
17775,DBNDD2,1,7,0,8,0,0,2
17776,LY6G6D,1,10,1,48,0,1,4
17777,KRTAP19-7,1,2,1,16,0,0,3
17778,RBMY1D,1,6,0,29,0,0,2
17779,ETV5,1,18,0,37,23,5,3
17780,KRTAP5-7,1,2,1,32,0,0,3
17781,RBM12,1,8,0,32,0,0,2
17782,UGT1A4,1,20,4,72,0,4,4
17783,ERVFRD-1,1,5,0,56,0,1,3
17784,LILRA6,1,6,1,29,0,0,3
17785,SCARF2,1,6,0,16,0,0,2
17786,APOBEC3C,1,17,2,34,0,1,4
17787,KRTAP4-2,1,5,1,43,0,0,3
17788,RAD21L1,1,8,0,46,0,0,2
17789,CCDC13,1,9,0,33,0,0,2
17790,ASPRV1,1,5,0,10,0,0,2
17791,OR2AE1,1,6,1,14,0,0,3
17792,KRTAP20-1,1,1,1,22,0,0,3
17793,UBE2V1,1,20,17,51,0,0,3
17794,PTCHD4,1,1,0,3,0,0,2
17795,HBB,1,28,10,50,0,59,4
17796,CRYBB2,1,7,0,33,0,1,3
17797,N4BP2L2,1,9,0,34,0,0,2
17798,ZNF585B,1,6,1,4,0,0,3
17799,CEBPA,1,55,4,76,218,53,4
17800,H2AFJ,1,8,0,0,0,0,1
17801,UBAP1L,1,3,0,27,0,0,2
17802,PGAM5,1,10,0,39,0,1,3
17803,ZCCHC3,1,12,0,35,0,0,2
17804,SPTY2D1OS,1,1,0,2,0,0,2
17805,TWF2,1,30,2,40,0,0,3
17806,MARS2,1,8,1,32,0,0,3
17807,USP51,1,15,0,37,0,0,2
17808,BCKDHA,1,9,7,53,0,0,3
17809,INSL3,1,13,2,36,0,3,4
17810,MARCOL,1,1,0,0,0,0,1
17811,ADH1C,1,10,2,39,0,10,4
17812,APELA,1,21,0,10,0,0,2
17813,CDK11B,1,30,1,39,0,4,4
17814,PCDHAC1,1,7,0,6,0,0,2
17815,TARM1,1,8,1,2,0,0,3
17816,POU5F2,1,10,0,8,0,0,2
17817,PCP4L1,1,0,0,10,0,0,1
17818,ABHD14A,1,4,0,30,0,1,3
17819,CCDC153,1,2,0,8,0,0,2
17820,C4orf54,1,0,0,0,0,0,0
17821,ACTN3,1,41,2,45,0,0,3
17822,AC187653.1,1,0,0,0,0,0,0
17823,SMIM31,1,1,0,12,0,0,2
17824,FMN1,1,14,0,32,0,0,2
17825,HAUS5,1,9,7,42,0,0,3
17826,TAF11L12,1,6,0,34,0,0,2
17827,PCDHA11,1,7,0,12,0,0,2
17828,ATP5MGL,1,9,0,38,0,0,2
17829,TMEM150C,1,6,0,12,0,0,2
17830,NAIP,1,22,0,45,0,5,3
17831,ZNF324B,1,5,1,15,0,0,3
17832,SPATS1,1,1,0,22,0,0,2
17833,CLRN2,1,6,0,15,0,0,2
17834,LINC02218,1,6,0,35,0,0,2
17835,THEGL,1,0,0,4,0,0,1
17836,ZNF564,1,6,1,8,0,0,3
17837,FER1L5,1,10,0,15,0,0,2
17838,ECSCR,1,7,0,21,0,0,2
17839,HS3ST5,1,9,1,35,0,0,3
17840,LGALS16,1,4,0,8,0,0,2
17841,PDCD6,1,42,0,47,0,1,3
17842,GOLGA8K,1,5,0,7,0,0,2
17843,TERB1,1,8,0,42,0,0,2
17844,TMEM158,1,2,0,10,0,1,3
17845,YJEFN3,1,9,0,29,0,0,2
17846,PCDHA10,1,9,0,12,0,0,2
17847,PTTG2,1,6,0,38,0,0,2
17848,GIMD1,1,2,0,0,0,0,1
17849,TRMT9B,1,9,1,25,0,0,3
17850,ZNF718,1,5,1,3,0,0,3
17851,SMIM20,1,6,1,32,0,0,3
17852,GYPB,1,4,1,48,0,3,4
17853,TUNAR,1,8,0,2,0,0,2
17854,TRIM75P,1,9,0,5,0,0,2
17855,KIAA1210,1,2,0,16,0,0,2
17856,CHCHD10,1,9,1,36,0,0,3
17857,FAM218A,1,1,0,7,0,0,2
17858,CDK3,1,16,0,41,0,2,3
17859,GPR162,1,5,0,34,0,2,3
17860,ATP6V1E2,1,8,5,48,0,0,3
17861,GLI4,1,6,0,16,0,0,2
17862,REELD1,1,2,0,35,0,0,2
17863,P3R3URF,1,1,0,28,0,0,2
17864,SELENOP,1,6,1,63,0,8,4
17865,TAF11L14,1,6,0,35,0,0,2
17866,PRODH2,1,10,2,48,0,1,4
17867,AC010255.3,1,0,0,0,0,0,0
17868,EXOC1L,1,0,0,17,0,0,1
17869,USP17L18,1,7,1,16,0,0,3
17870,USP17L23,1,4,0,1,0,0,2
17871,ZNF674,1,6,0,15,0,0,2
17872,ZNF345,1,12,0,5,0,0,2
17873,RFPL4B,1,4,0,23,0,0,2
17874,SHANK3,1,46,2,62,0,0,3
17875,ZNF550,1,7,1,11,0,0,3
17876,DCANP1,1,22,0,2,0,0,2
17877,FOXD1,1,26,0,33,5,3,3
17878,PRB1,1,3,0,32,0,6,3
17879,PCDHA12,1,7,0,6,0,0,2
17880,PTX4,1,1,0,3,0,0,2
17881,OC90,1,12,0,19,0,0,2
17882,RGS21,1,10,2,39,0,0,3
17883,PCDHGA12,1,7,0,9,0,0,2
17884,C8orf88,1,3,0,1,0,0,2
17885,SHLD3,1,10,0,12,0,0,2
17886,CCDC71L,1,0,0,3,0,0,1
17887,HOXA10,1,20,0,38,43,12,3
17888,TMEM200B,1,1,0,6,0,0,2
17889,PCDHGB6,1,6,0,9,0,0,2
17890,SERPINE3,1,2,0,12,0,0,2
17891,C1orf210,1,4,0,11,0,0,2
17892,TRNP1,1,7,0,8,0,0,2
17893,SMIM18,1,1,0,2,0,0,2
17894,PCDHGA5,1,6,0,7,0,0,2
17895,NACA2,1,4,0,36,0,0,2
17896,PCDHGA7,1,6,0,6,0,0,2
17897,PYDC2,1,12,0,12,0,0,2
17898,SLC10A5,1,4,0,8,0,0,2
17899,PRSS51,1,6,0,1,0,0,2
17900,ALG11,1,12,2,51,0,0,3
17901,ATXN7L3B,1,3,0,18,0,0,2
17902,PRKDC,1,60,4,96,0,5,4
17903,PCDHGA6,1,6,0,8,0,0,2
17904,PCDHGA8,1,6,0,5,0,0,2
17905,ETV3L,1,8,0,9,0,0,2
17906,PCDHGA10,1,6,0,7,0,0,2
17907,PCDHGA11,1,6,0,6,0,0,2
17908,PCDHGB2,1,7,0,9,0,0,2
17909,CLDN23,1,7,1,40,0,0,3
17910,ZNF260,1,6,0,8,3,0,3
17911,LYN,1,123,37,102,0,5,4
17912,PINX1,1,23,0,38,0,1,3
17913,PCDHGB7,1,6,0,4,0,0,2
17914,CD8B2,1,4,0,16,0,0,2
17915,NPIPB11,1,1,0,7,0,0,2
17916,PCDHGA3,1,7,0,9,0,0,2
17917,LRRC24,1,4,0,22,0,0,2
17918,SIGLEC14,1,6,2,22,0,0,3
17919,PBOV1,1,4,0,0,0,0,1
17920,OR4D10,1,6,1,18,0,0,3
17921,AP002495.1,1,0,0,0,0,0,0
17922,CHMP4A,1,50,9,44,0,4,4
17923,SIGLEC12,1,5,1,12,0,0,3
17924,PABPC4L,1,11,0,33,0,0,2
17925,OMP,1,10,0,32,0,3,3
17926,MAGEL2,1,14,0,39,0,0,2
17927,CSNK2A3,1,15,1,33,0,0,3
17928,ARMS2,1,5,0,35,0,0,2
17929,INS,1,71,14,264,0,125,4
17930,RTL1,1,3,0,23,0,0,2
17931,FPGT,1,7,1,12,0,0,3
17932,MEX3A,1,6,0,21,0,0,2
17933,OR10G4,1,7,2,23,0,0,3
17934,EEF1G,1,12,2,60,0,0,3
17935,SLC22A18AS,1,4,0,16,0,0,2
17936,OR5M10,1,7,1,20,0,0,3
17937,MPV17L2,1,7,0,33,0,0,2
17938,BORCS8,1,9,0,27,0,0,2
17939,DPP3,1,8,2,34,0,4,4
17940,KRTAP5-9,1,4,1,26,0,0,3
17941,BRK1,1,17,7,54,0,2,4
17942,UBTFL1,1,8,0,12,0,0,2
17943,OR5M1,1,7,1,11,0,0,3
17944,CHMP1B,1,46,0,47,0,0,2
17945,EID3,1,13,1,46,0,0,3
17946,GLYATL1B,1,5,0,24,0,0,2
17947,CCDC166,1,0,0,5,0,0,1
17948,NANOGP8,1,11,0,13,4,0,3
17949,CARD17,1,12,0,14,0,0,2
17950,OR5M11,1,7,1,22,0,0,3
17951,SMIM35,1,1,0,0,0,0,1
17952,OR8G5,1,7,1,13,0,0,3
17953,EID1,1,9,0,19,1,0,3
17954,OR52B2,1,7,1,21,0,0,3
17955,NOX5,1,24,1,35,0,7,4
17956,CCDC179,1,1,0,3,0,0,2
17957,TAS2R43,1,10,3,37,0,0,3
17958,OOSP4B,1,1,0,6,0,0,2
17959,HCAR3,1,8,2,27,0,1,4
17960,PCDHA3,1,7,0,9,0,0,2
17961,EBLN2,1,0,0,14,0,0,1
17962,CARD18,1,11,0,21,0,0,2
17963,POLR2M,1,11,0,35,0,0,2
17964,LY6G6E,1,9,0,18,0,0,2
17965,FDXACB1,1,4,0,34,0,0,2
17966,OR10G2,1,6,1,16,0,0,3
17967,RAB44,1,17,2,12,0,0,3
17968,TRIL,1,8,0,11,0,0,2
17969,OR4D2,1,6,2,21,0,0,3
17970,OR6J1,1,6,1,15,0,0,3
17971,TIFAB,1,33,0,15,0,0,2
17972,KDM4F,1,6,0,2,0,0,2
17973,CYP2A6,1,18,2,94,0,12,4
17974,AL590560.2,1,0,0,0,0,0,0
17975,CTSO,1,8,2,18,0,0,3
17976,COA8,1,8,0,6,0,0,2
17977,TRAPPC2B,1,17,0,25,0,0,2
17978,DNAAF4,1,17,0,58,0,5,3
17979,ZNF432,1,8,1,15,0,0,3
17980,SMLR1,1,2,0,12,0,0,2
17981,TAS2R30,1,7,3,34,0,0,3
17982,ZNF10,1,7,1,12,0,0,3
17983,ZNF486,1,6,1,6,0,0,3
17984,SMIM3,1,3,0,34,0,0,2
17985,HMBS,1,9,1,45,0,7,4
